"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Long-tailed Minivet",2,2055,2011,2096,1078,932,1160.5,980,871.9125,1124.5125
"Eurasian Collared-Dove",2,1419,1419,1478,324.5,321,352.5,1096,1069,1153
"Long-tailed Shrike",2,1810,1769,2023,616,602,666,1201,1123,1388.05
"Greenish Warbler",2,1589,1392,1684,446,425.875,591,1138.5,919,1239.025
"Siberian Stonechat",2,1913,1843,1913,666,600.4875,809,1247,1098.4875,1311
"White-capped Bunting",2,2042,1950.075,2122,1165.5,1089.05,1227,895,727.75,1002.25
"Baya Weaver",2,616,616,616,602,599,602,14,14,17
"Pied Bushchat",2,827.5,817,873.5,356,317.5,372.0125,485,451.9875,539.5125
"Gray-breasted Prinia",0,664,664,666,664,622.5,666,0.5,-2,41.55
"Paddyfield Pipit",1,279,272,321,329.5,309,388,-52,-112.5625,-5
"Indian Robin",2,784,699.9,827,615,594,666,172,58.975,228
"Purple Sunbird",2,602,602,602,409,388,409,193,193,214
"Indian Peafowl",0,388,388,403,404,388,426,-15.5,-38,0
"Brown-headed Barbet",0,602,602,602,602,591,602,0,0,11
"Coppersmith Barbet",0,602,602,602,591,446,602,11,0,156
"Green Bee-eater",1,372,372,374.525,653,653,664,-281,-292,-272
"Red Junglefowl",0,602,600.4875,602,602,602,602,0,-2.0125,0
"Scaly-breasted Munia",0,602,599,602,602,602,664,-3,-62,0
"White-throated Fantail",2,827,827,827,653,636.9125,664,174,163,190.0875
"Ashy Prinia",1,440,409,584,599,591,602,-159,-192,-15
"Asian Koel",2,616,616,616,409,409,409,207,207,207
"Greater Coucal",2,602,595.4375,602,421,409,443,180.75,157,193
"Indian Gray Hornbill",0,602,602,602,602,602,602,0,0,0
"Hill Partridge",1,2096,2068,2109.0125,2173,2133,2173,-76,-102,-32.5
"Chestnut-bellied Rock-Thrush",2,2136,2075.4375,2183.5,1509,1383,1608,619.75,509.9875,774
"Hume's Warbler",2,2173,2100,2183.5,602,602,602,1571,1498,1581.5
"Pink-browed Rosefinch",2,2854,2784,2986,1947,1906,1988,909,823,1053.525
"Rosy Pipit",2,3254.5,3247.375,3261.625,422,422,422,2832.5,2825.375,2839.625
"Fulvous-breasted Woodpecker",2,856,731.2375,946,666,640,743.225,182,35.4625,277.075
"Gray-capped Pygmy Woodpecker",2,666,616,720.5125,602,602,602,64,14,118.5125
"Rusty-cheeked Scimitar-Babbler",0,1332,1327,1383,1368,1365,1398,-33,-65.025,17
"Small Minivet",2,601.5,565,602,440,432.5,492,156,63.325,168
"Brown Rock Chat",0,599,599,602,599,599,602,0,-3,3
"Common Babbler",0,599,574.5,666,609,601.5,666,-9.25,-67,50.025
"Laughing Dove",0,664,607.85,827,642,599,827,19.75,-161,187.5
"Brahminy Starling",2,700,662.95,780,586.5,438,602,161,67,318.525
"Rufous-bellied Niltava",2,2417,2417,2417,919,797,1064,1498,1353,1620
"Black-rumped Flameback",2,565,440,602,412,399,438,154,9.975,196.5125
"Spotted Owlet",2,409,409,465,388,330,403,21,6,83.5999999999999
"Bank Myna",2,412.5,370,600.5,301,274,342,103.5,50.475,303.025
"Bluethroat",2,3240,3237,3240,330,294.9375,377.9125,2909,2862.0875,2942.9125
"Asian Pied Starling",0,372,368,388,398,378.3375,404,-20,-35,0
"Rufous-naped Tit",2,2621,2525,2661,2295.5,2275,2377,313,182.4125,362
"Indian Roller",2,321,314,326,279,272,297,42,24,54
"Fire-fronted Serin",2,3540,3540,3577,2115,2054,2301.425,1425,1238.6875,1486
"Hair-crested Drongo",0,638,624,657,653,653,653,-15,-29,4
"Yellow-eyed Babbler",0,827,827,827,666,621.5,827,161,0,205.5
"Orange-headed Thrush",0,602,602,602,602,602,602,0,0,0
"Puff-throated Babbler",0,602,602,602,602,602,602,0,0,0
"Verditer Flycatcher",2,1964,1952,1974,602,602,602,1362,1350,1372
"Speckled Piculet",0,1256.5,1171,1332,1255,1254.5,1358.5,-4,-150.0625,77
"Whiskered Yuhina",2,2303,2183,2417,1819,1747,1863,468.25,359.975,619.1
"Chukar",2,3540,3540,3540,3263,3259.5,3263,277,277,280.5
"Fire-breasted Flowerpecker",2,2417,2309,2417,1332,1300,1368,1057.75,944,1114.5
"Black Francolin",0,1580,1580,1616,1542,1533.5,1637,38,-37,76
"Red-billed Chough",2,3597,3540,3679.025,3245,3244,3254,351.5,295,434.5125
"Yellow-billed Chough",2,4079,3984.45,4107,3487,3398,3537,577.5,480,682
"Pale-billed Flowerpecker",0,664,660,664,664,664,664,0,-4,0
"White-throated Laughingthrush",0,2035,2035,2055,2035,2035,2067,0,-29.5,17
"Himalayan Black-lored Tit",0,1659,1580,1743,1575.5,1542,1619,85.5,-20.025,180.5375
"Common Iora",0,443,388,476.5,390,387.5,438,42.25,-20.925,86.4625
"Gray Treepie",2,1542.75,1523,1571.5375,1248,1237,1300,294,242.9875,325
"Hill Pigeon",2,4162,4121,4211,3540,3540,3540,622,574,671
"Snow Pigeon",2,3587,3526.8,3694.2,2497.25,2457.6875,2503.5,1093.75,1030.7375,1196.9125
"Koklass Pheasant",0,2417,2329,2525.5,2370.5,2294,2417,51,-44.2125,172.6375
"Lesser Yellownape",0,1332,1259.5,1365,1285,1227.9875,1332,62,-36.5,117
"Himalayan Monal",2,2893,2893,2930,2729,2680,2734.5,164,158.5,220.5125
"White-winged Redstart",2,4534,4468,4646,3240,3240,3240,1294,1228,1406
"Horned Lark",2,4410,4369,4468,3286,3272,3329,1126,1069.475,1181.5
"Chestnut-crowned Laughingthrush",2,2417,2334,2417,2173,2173,2173,244,161,244
"Asian Emerald Dove",0,616,602,662,602,602,602,14,0,60
"Robin Accentor",2,4432,4369,4468,3540,3540,3540,892,829,928
"Eurasian Magpie",0,3272,3263,3293,3263,3263,3263,9,0,30
"Bar-winged Flycatcher-shrike",2,625.5,616,694,602,602,602,23.5,14,92
"Red-billed Blue-Magpie",1,1523.5,1488,1542,1573,1542,1580,-44.5,-83.0125,-1
"White-crested Laughingthrush",1,898,831,1011,1239,1063,1248,-316.5,-406.025,-114.875
"White-tailed Nuthatch",0,2100,2100,2145,2100,2100,2114,0,-11,45
"Eurasian Nutcracker",0,2485,2309,2510,2293,2282,2444,161,-96.925,217
"White-collared Blackbird",2,2852,2797,2893,2173,2173,2173,679,624,720
"Greater Flameback",0,591,459.5375,602,463.5,442,600,125,-22.7875,157
"Striated Laughingthrush",0,2049,2035,2096,2023,2010.5,2035,27,0,71.05
"Small Niltava",2,2173,2049,2173,1254,1190,1276.5,919,795,957
"Black-hooded Oriole",0,405,388,472,454,421,590.0125,-49.75,-174.0875,23
"Jungle Owlet",0,388,388,388,403,388,421,-15,-33,0
"Rufous-bellied Woodpecker",0,2173,2148.5,2173.5,2173,2146,2173,0,-23.5,22
"Blue-bearded Bee-eater",0,591,427,602,576,463,602,11,-160.5,128
"Scarlet Minivet",2,1486,1413.5,1542,666,648,819,820,673.4625,876.025
"Lineated Barbet",0,431,406.925,477,442,434,446,-11,-37,35.025
"Green-tailed Sunbird",2,2417,2417,2417,1383,1365,1506,1034,911,1052
"Oriental Pied-Hornbill",0,602,599,602,602,602,602,0,-3,0
"Maroon Oriole",2,2010,1966,2049,1042,833.5,1365,968,634,1182.0125
"Black-faced Warbler",1,2049,2049,2073,2145.5,2114.9625,2173,-96,-121,-62
"Red-whiskered Bulbul",0,409,409,409,409,409,409,0,0,0
"Greater Yellownape",0,1383,1383,1494.5,1383,1374,1399.025,0,-15,111.5
"Blue-winged Minla",0,1365,1332,1365,1365,1365,1383,-17.5,-47.5,0
"Bronzed Drongo",2,1380,1372.875,1393.3,1332,1332,1332,48,40.875,61.3
"Streak-breasted Scimitar-Babbler",0,2417,2417,2417,2178,2173,2417,239,0,244
