"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Yellow-breasted Greenfinch",2,2226.75,2173,2314.5375,1851,1743,1994,361,204.4625,552
"Common Raven",2,4262,4206.125,4407.5,3218,3153,3221,1066,994.375,1227
"Egyptian Vulture",0,407,323,425.5,380,311.9875,405.0125,21,-71.5625,101
"Plumbeous Redstart",2,2173,2139.95,2174,1183,1113,1226,990,935.95,1060
"Black Bulbul",2,1824,1758.975,1862,1332,1259,1365,498,425,579
"Cinereous Tit",2,1323,1264,1365,1237,1217.4625,1255,86,24,130.0375
"Green-backed Tit",2,2146,2108,2173,2055,2046,2073,92,46,124
"Oriental Turtle-Dove",2,2173,2173,2174,1302,1056,1347.5,871,825.5,1117
"Common Rosefinch",2,3171,3100,3190,1399,1305,1542,1755.25,1608.4875,1863.5125
"Great Barbet",2,1913,1898,1936,1694,1630,1754.5625,219,155.9875,289.0125
"Ashy Drongo",2,1944.5,1900,1974,666,664,827,1277.5,1117,1306.025
"Eurasian Sparrowhawk",2,2677,2275.2375,2743,1829,1691.5,2023.15,815,395.45,1014.0125
"Gray Wagtail",2,2510,2417,2630,602,602,653,1885,1769,2028
"Gray-winged Blackbird",2,2035,2017,2067,1614,1542,1764.0875,421,272.95,494
"Himalayan Griffon",2,2417,2248.975,2499,1913,1900,1913,504,335,586
"White Wagtail",2,3214,3185,3237,438,412,461.5,2778.75,2741.4875,2812.5125
"White-capped Redstart",2,2740,2705.5,2827,1309,1264,1342,1438.5,1375.975,1533.1
"Spotted Dove",2,664,664,664,602,602,602,62,62,62
"Black-headed Jay",0,2035,1991.925,2042.1,2014,1944.5,2035,13.75,-24.5,88
"Eurasian Kestrel",2,2795,2637.9375,3115,2051.5,1931,2107,747,571.4125,1060.1375
"Gray-headed Canary-Flycatcher",2,2067,2031.9875,2100,602,602,602,1465,1429.9875,1498
"Indian White-eye",2,742.25,666,827,664,660.975,664,78.5,2,163
"Rock Pigeon",0,660,638,666,640.5,602,666,10.5,-25.025,58
"Scaly-bellied Woodpecker",2,2110,2011,2173,1924,1912,2028.025,160,26.975,260
"Spotted Forktail",2,2173,2173,2173,1757,1667,1812,416,361,506
"Black Drongo",2,440.5,409,567,404,388,409,37,4.4875,169
"Common Kingfisher",2,1380,1332,1571,614.5,602,809.15,765.75,563.775,969
"Eurasian Coot",2,3181,3181,3198,492,422,775.637499999999,2694,2405.3625,2772.0125
"Eurasian Moorhen",2,1586,1584,1601.025,602,602,602,984,982,1004
"Gray Heron",2,1581.5,1580,1598,409,403,422,1176,1158,1195
"Little Grebe",2,1580,1579,1580.025,591,425,602,989,977.5,1155
"Mallard",2,3181,3120.3375,3198,866,602,1579,2301.5,1599,2588
"White-throated Kingfisher",2,443,409,584,403,388,409,42,10.4875,181
"Black-throated Tit",2,2067,2054.4875,2100,2011,1978.4875,2030.5375,63.5,37.9875,106.025
"Variegated Laughingthrush",2,2630,2621,2717.5,2178,2173,2293,450,336.975,522
"Eurasian Jay",0,2085,2072,2105.5,2104.5,2074,2130.6875,-18,-45,19.025
"Gray-headed Woodpecker",2,1743,1611.475,1861,1488,1383,1542,261,108.45,435.0125
"Himalayan Woodpecker",2,2233,2180.4625,2377.625,2166,2111,2173,87,22.975,221.0875
"Asian Barred Owlet",0,1383,1294,1475.5,1361,1317,1383,25.5,-63.55,112.5625
"Crested Kingfisher",2,1237,1131,1278.2,761,564.875,1015,462,192.4875,666.6125
"Golden Eagle",2,3752,3369,4188,2958,2852,2967,815.5,428.55,1276.075
"Jungle Babbler",0,653,638,653,625,602,653,26,-7.025,51
"Jungle Myna",0,827,827,827,666,645.5,827,161,0,189
"Oriental Magpie-Robin",2,653,653,660,599,480.5,602,54,51,172.5125
"Red-wattled Lapwing",0,394.5,388,409,388,369,403,7,-13,31
"Himalayan Bluetail",2,2918,2784,2965,1961.5,1931,2011,942.5,816,1013.6625
"Lemon-rumped Warbler",2,2544,2393,2677,1523,1398,1571.5,1030,873.8125,1223.5375
"Blue-throated Barbet",2,1332,1315,1351,1248,1183,1255,84,67,149.2
"Brownish-flanked Bush Warbler",2,2275,2173,2332.0375,1742.5,1654,1862.5,521,367.9875,641.0125
"Common Tailorbird",0,602,602,628,602,602,602,0,0,26
"Indian Pond-Heron",2,600.75,591,602,418,403,454,180.5,141.4875,199
"Little Egret",2,670,602,1323,422,404,441,250,161,882.1
"Plum-headed Parakeet",2,827,827,827,602,602,638,225,189,225
"Black-chinned Babbler",1,1052,898.9875,1236.5,1248,1219,1303.05,-199.5,-341.225,-11
"Brown-fronted Woodpecker",0,1807,1743,1872.025,1761.75,1689,1810,51.25,-48,153.525
"Chestnut-bellied Nuthatch",2,1332,1254,1332,1073,861,1237,249,84,465.1
"Himalayan Prinia",2,1633.25,1557.5,1730.6875,1514,1400,1577,133,13,279.0625
"Kalij Pheasant",2,1846.25,1749,1931,1710,1622.5,1795,143.5,6.5,278.0125
"Pied Kingfisher",2,602,426.5,1572,412,403,441,199,8.4875,1168
"Red-billed Leiothrix",1,1332,1332,1332,1365,1365,1365,-33,-33,-33
"Rufous Sibia",2,2173,2173,2173,1994,1944,2026.0375,179,146.9625,229
"Slaty-blue Flycatcher",2,2647,2548,2667.55,1011,791,1096,1641,1485.1,1829.8
"Carrion Crow",0,3240,3237,3240,3237,3235,3237,3,0,5
"Eurasian Hoopoe",2,1985,1842.725,2173,421.5,404,480.5,1560.75,1409.975,1763.0125
"Slaty-headed Parakeet",2,1720.5,1659.5,1767,1368,1365,1419,348.75,270,396.025
"Long-tailed Minivet",2,2093,2011,2166.025,1164,1015,1255,909,792.4625,1077.075
"Eurasian Collared-Dove",2,1419,1419,1475.0125,326,321,383.0125,1093.5,1036,1141
"Long-tailed Shrike",2,2048.5,1799.95,2173,666,602,781.025,1382.75,1115.4875,1545.5125
"Black-and-yellow Grosbeak",2,2704,2681.5,2707.5,2245,2240.325,2279.225,442,418.6,462.5
"Blue-fronted Redstart",2,2814,2721,2893,2035,2000.875,2075.25,756,672.375,862.875
"Brown Dipper",2,2453,2201.95,2623,2073.5,1831,2159,405,115.8,713.05
"Greenish Warbler",2,1653,1396,1810,441,395.5,591,1194.75,923.875,1389.55
"Little Forktail",2,2173,2123,2318,1606,1568.75,1667,568,456.25,707.75
"Siberian Stonechat",2,1913,1836.9875,2068.0375,875,602,1164.5,1060.5,748.5,1340.225
"White-capped Bunting",2,2536,2140,2659,1227,1094,1281.5,1292,913,1462
"Eurasian Wren",2,3341.5,3266.925,3416.075,3198,3198,3198,143.5,68.925,218.075
"Baya Weaver",0,616,602,628.1125,602,598.5,602,14,0,31.2999999999997
"Black-winged Stilt",2,1580,1580,3133.475,419,403,428.5,1167.5,1151.9875,2730.15
"Cattle Egret",0,436,409,584,409,403,437.5125,25.5,-11.5125,175
"Common Sandpiper",2,2239,1768.375,2712,441,435.4625,589.0125,1788.25,1287.975,2276.675
"Pied Bushchat",2,1002.5,861,1035,359.25,289,403,639,490,713.5125
"White-breasted Waterhen",0,584,403,591,404,383.9875,581.0375,149,-50,203
"Barn Swallow",2,1558,1477.9875,1580,1196,1011,1245.5,353.5,259.9875,553.5375
"Gray-breasted Prinia",0,666,664,727,666,627.9875,764.0125,0,-97,56.025
"Paddyfield Pipit",0,279,272,338,328,287.85,404.15,-50,-127.5,21.65
"Red-rumped Swallow",0,827,827,827,827,827,827,0,0,14.0375
"Indian Robin",0,780,627.9375,827,615,528,691,161,-5.0875,276
"Purple Sunbird",2,602,595.4875,602,409,372,409,193,190,228
"Indian Peafowl",0,388,386,404.5,404,388,438,-15.5,-50,7
"Brown-headed Barbet",0,602,602,602,599,479.725,602,3,0,122.275
"Coppersmith Barbet",0,602,600,602,516,423.5,602,85.5,-1,178.5
"Green Bee-eater",1,372,368,373.025,653,602,664,-281,-294,-230
"Red Junglefowl",0,602,565,616,602,602,666,0,-70.1,14
"Scaly-breasted Munia",0,602,584,610.5625,627,602,666,-26,-78,0
"White-throated Fantail",2,829,827,954,664,638,664.5,173,163,299.125
"Ashy Prinia",1,409,409,442,599,519.9375,602,-190,-193,-90
"Asian Koel",2,624,602,650,409,370.65,414.7,219,193,252.15
"Greater Coucal",2,592,589,602,409,404.4875,443,182,149,193
"Indian Gray Hornbill",0,602,602,602,602,602,602,0,0,0
"Hill Partridge",0,2129,2085,2173,2173,2101,2173,-28,-85.025,48.025
"Chestnut-bellied Rock-Thrush",2,2185.5,2080.975,2376.5,1498,1365,1650.5,706.5,512.4625,953.025
"Hume's Warbler",2,2192.5,2116.3625,2417,602,602,602,1590.5,1514.3625,1815
"Pink-browed Rosefinch",2,2830.75,2784,2986,1985,1906,2035,861.5,768.95,1029
"Rosy Pipit",2,3244,3236,3304.675,422,386.55,442.6125,2831,2795.8875,2898.5125
"Buff-barred Warbler",2,2695,2695,2695,1870,1870,1870,825,825,825
"Chestnut-tailed Minla",2,2762,2695,2893,2017,1932,2138,730,601,872
"Fulvous-breasted Woodpecker",0,936.75,736.4875,1115.6,745.75,658,1015,193.25,-97.2375,390.05
"Gray-capped Pygmy Woodpecker",2,666,616,840.0375,602,602,650,64,12,225.1
"Rusty-cheeked Scimitar-Babbler",0,1382,1332,1419,1383,1365,1434,-11,-91.025,52.0125
"Small Minivet",0,591,421,608.5125,438,403,591,148,-50.05,192
"Brown Rock Chat",0,589,440,599,599,443.4625,602,-7,-156.0375,138.0625
"Common Babbler",0,599,419,741,602,599,709,-30.5,-234.5,118.9625
"Gray Francolin",0,299,279,338,362.5,302.9875,388,-57.5,-109,11.5375
"Laughing Dove",0,637,440.9875,827,642.5,442.4875,827,-21.5,-284.0875,217.6875
"Indian Silverbill",2,314,314,314,272,272,272,42,42,42
"Brahminy Starling",2,692,638,827,445.75,421,602,228,48,359.075
"Common Greenshank",2,1580,1580,1580,422,422,431.5,1158,1148.5,1158
"Common Redshank",2,4170,3240,4287,3203,425,3218,1028.5,24,3246.0625
"Gray-throated Martin",0,386.5,332,540.5,403,375.1,417.725,-15,-71,129.35
"Little Ringed Plover",0,1580,395,1580,409,387,414,1169,-13,1193
"Temminck's Stint",2,3238,3238,3238,321,321,321,2917,2917,2917
"Rufous-bellied Niltava",2,2417,2417,2417,1102.5,962.975,1237,1314.5,1180,1454.025
"Citrine Wagtail",2,3240,3237,3261,403,346,413.0125,2837,2826.4875,2898
"Black-rumped Flameback",0,444.5,403,602,405,388,440.0125,42.5,-18.025,202.025
"Green Sandpiper",2,3083,2404.5,3190.0375,608.5,602,1332,2417,1376.875,2585
"Indian Spot-billed Duck",0,595,591,602,591,591,602,0,-11,11
"Plain Prinia",0,425,396.0625,473.6375,427,387.1125,460.8375,1.5,-46.1625,53.275
"Spotted Owlet",0,409,388,551,387.5,321,421,26.5,-12,184.05
"Bar-headed Goose",2,4501,4378,4525.5,412,409,419.475,4091,3967.525,4115.5
"Bank Myna",2,391,338,627.775,301.25,272,368,91,4,330.525
"Bluethroat",2,3240,3236.8625,3244.5,329,272,403,2910,2836.3625,2968
"Asian Pied Starling",0,368,326,385.5125,388,368,405,-20,-71.025,6.01249999999999
"Rufous-naped Tit",2,2643.5,2594,2701,2499,2377,2571,148.5,50.95,300
"Indian Roller",0,321,295,341.5,279,272,318,42,0,60.025
"Common Woodshrike",0,440,388,470.6125,438,406.15,569.725,-4,-170.025,37.3375
"Crested Serpent-Eagle",2,1254,861,1524.8625,602,567.3125,650,652,259,922.5875
"Fire-fronted Serin",2,3540,3446.5,3566.0875,2788,2419.675,3198,739,325.925,1120.325
"Shikra",2,653,616,653,602,528,609.15,51,14,125
"Hair-crested Drongo",0,638,616,664,653,633,653,-15,-37,15.0125
"Wire-tailed Swallow",2,602,602,602,394,360.125,563.6875,208,38.3125,242
"Oriental Honey-buzzard",0,601,442,616,409,388,602,173.75,-3.3375,224.675
"Yellow-eyed Babbler",0,827,773.5,827,666,602,827,161,0,225
"Orange-headed Thrush",0,602,602,602,602,602,602,0,0,0
"Puff-throated Babbler",0,602,602,602,602,602,602,0,0,0
"Verditer Flycatcher",2,1952,1941,1967.025,602,591,666,1350,1277,1373
"White-browed Wagtail",0,401.25,381,442,405,391,410.025,-6,-27,36.5125
"Peregrine Falcon",0,1469.5,664.325,1791.025,926,633,1428,433,-531.0875,921
"Ibisbill",0,3187,3183,3198,3214,2552.875,3220,-21.5,-33,638.625
"Speckled Piculet",0,1332,1175,1349.5,1268,1253.9375,1369,2.75,-118.5125,88.5
"Whiskered Yuhina",2,2380,2174,2417,1861.5,1684.9,1946.0125,520,306.95,699.15
"Bearded Vulture",2,3212.75,2893,3573,2719,2644,2852,445,82.975,848.6125
"Blue-capped Redstart",2,2677,2677,2677,1913,1913,1913,764,764,764
"Chukar",2,3540,3453.3625,3540,3263,3254,3321,277,154.75,290
"River Lapwing",0,386,368,386.5,403,372,404,-17,-35,9
"Ruddy Shelduck",2,4427.5,4389.5,4524,403,387.4875,403,4025.25,3986.5,4121
"Fire-breasted Flowerpecker",2,2417,2270.3375,2417,1332,1264,1415,1068.5,911.7875,1153
"Black Francolin",0,1580,1550,1580,1542,1453.75,1667,38,-98,123.5
"Red-billed Chough",2,3540,3540,3684,3245,3244,3263,296,277,439.025
"Yellow-billed Chough",2,4030,3875.95,4149.7625,3455.5,3231,3558,577.5,368.9875,845
"Lesser Whitethroat",2,3237,3222,3240,452.75,409,615,2784,2619.475,2830
"Red-naped Ibis",0,272,272,272,272,272,296.9125,0,-24.9125,0
"Pale-billed Flowerpecker",0,664,653,664,664,664,664,0,-11,0
"White-throated Laughingthrush",0,2035,2010,2049,2035,2035,2098,-17,-65,14
"Streak-throated Swallow",0,564.5,391.9,666,403.25,403,415.975,160.5,-20.4125,263
"Himalayan Black-lored Tit",0,1580,1537,1716.0875,1542,1502,1623.05,31,-54.0125,166.5125
"Booted Eagle",2,1703.5,1613,2199.4,600.5,403,664,1179,949,1563.225
"Red-crested Pochard",2,3181,3181,3237,403,403,434.8125,2778,2749.9375,2833.8125
"Common Iora",0,418,386,491.75,388.5,375,443.75,24,-49.75,98.75
"Brown-headed Gull",2,4308,4253,4405,416,409.4125,422,3894.5,3834.2375,3994
"Rufous-gorgeted Flycatcher",2,2810,2784,2851.5,1239,949.6,1284.3,1571,1523.6,1857.3
"Whistler's Warbler",2,2597.5,2503.925,2691.075,602,602,602,1995.5,1901.925,2089.075
"Gray Treepie",2,1523,1472,1565,1332,1258,1360,203,123.4875,267.0125
"Common Merganser",2,4236.5,4165.4,4250.8625,3220,3213.7,3220,1016.5,948.8,1032.0125
"Great Crested Grebe",2,4405.5,4292.925,4518.075,403,403,403,4002.5,3889.925,4115.075
"Hill Pigeon",2,4162,4031,4211,3540,3540,3637.075,589,427.9125,671
"Snow Pigeon",2,3524,3264.15,3748,2660,2642,2663,867.5,615,1106
"Little Swift",0,662,653,664,664,653,666,0,-13,11
"Collared Owlet",0,1959,1930.3,2011,2011,1922.4,2100.5,-49,-138.45,80
"Koklass Pheasant",0,2544,2417,2771,2417,2367.9375,2531,123,-49,354
"Himalayan Shrike-Babbler",0,2035,2011,2073,1943.75,1698,2067,92,-46.625,331.875
"Lesser Yellownape",0,1365,1264,1382,1302,1242.5,1365,33,-46.5625,122.0125
"Himalayan Monal",2,2893,2881,2893,2810,2729,2832,83,57.775,164
"White-winged Redstart",2,4534,4405,4665,3240,3240,3240,1294,1165,1425
"Red-breasted Parakeet",1,388,388,388,461,461,461,-73,-73,-73
"Black Eagle",1,2035,2035,2035,2042,2035.35,2048.65,-7,-13.65,-0.349999999999999
"Horned Lark",2,4410,4322,4482,3286,3245,3487,1116,879.5,1213
"Chestnut-crowned Laughingthrush",2,2417,2336.9625,2417,2173,2173,2173,244,163.9625,244
"Asian Emerald Dove",0,647.5,602,666,602,602,602,45.5,0,64
"Robin Accentor",2,4432,4287,4526.0875,3540,3540,3549,892,747,986.0875
"Eurasian Magpie",0,3267.5,3245,3293,3263,3254,3263,8,-18,30
"Black-headed Mountain Finch",2,4482,4422.525,4533.475,4211,4211,4211,271,211.525,322.475
"Twite",2,4333,4253,4418.5,4085,3499.5,4151,298,115,869.725
"Great Rosefinch",2,4422,4287,4478,3604,3445,3890,818.25,523.2875,986.025
"Mountain Hawk-Eagle",0,1956.75,1766.3875,2068.2375,1870,1600.6875,2010.8,92,-135.1125,386.8625
"Bar-winged Flycatcher-shrike",2,657,616,797,602,602,602,55,14,195
"Red-billed Blue-Magpie",1,1478,1419,1524,1542,1502,1580.5,-77.25,-150,-11.5
"White-crested Laughingthrush",0,1051,898,1332,1248,1218,1332,-197,-351.025,84
"Rufous-chinned Laughingthrush",1,1332,1332,1332,1365,1365,1365,-33,-33,-23.1
"Chestnut-headed Tesia",2,2417,2417,2417,1388,1362,1573.5625,1029,843.4375,1055
"Dusky Crag-Martin",0,664,664,664,664,664,669.05,0,-5.05,0
"White-tailed Nuthatch",0,2119,2098,2173,2108,2100,2145,12,-35.5125,72.5
"Eurasian Nutcracker",0,2510,2418,2600.2625,2499,2293,2499,11,-43.7875,217
"White-collared Blackbird",2,2852,2784,2893,2173,2146,2173,679,611,720
"Himalayan Swiftlet",2,2149.75,1982.875,2171.6875,556.75,489.625,602,1565.75,1439.9375,1651.9375
"Ashy-throated Warbler",2,2738,2618,2758,2042,1895.2,2116.5,680,549.3,819
"Greater Flameback",0,591,425.275,602,457.5,410,602,88,-133.3,170.075
"Striated Laughingthrush",0,2042,2011,2100,2034,1966,2049,24,-24,90.5
"Small Niltava",2,2090,2011,2173,1254,1224.425,1332,817,705.925,922
"Black-hooded Oriole",0,388,388,465,442,403,590.0125,-41.75,-186.05,33
"Stork-billed Kingfisher",0,446,388,459,589,446,602,-144,-203,0
"Jungle Owlet",0,388,388,388,394,388,439.0125,-6,-51.0125,0
"Rufous-bellied Woodpecker",0,2173,2123.5,2417,2173,2121.4375,2236,0,-83.0125,244
"Blue-bearded Bee-eater",0,528,387,602,526,415,602,-1,-207.125,163.175
"Changeable Hawk-Eagle",2,465,465,465,409.5,409.5,409.5,55.5,55.5,55.5
"Himalayan Flameback",1,439.75,412.875,481.4375,586,474.375,600.6875,-152.5,-172,-25.5625
"Scarlet Minivet",2,1446,1382,1565.0125,757.25,650.9875,1055.5,708,368,876
"Lineated Barbet",0,421,387,477,441,406.95,446,-21,-58,44.525
"Green-tailed Sunbird",2,2417,2417,2417,1383,1332,1542,1034,875,1085
"Oriental Pied-Hornbill",0,602,445.9625,602,602,602,602,0,-156.0375,0
"Maroon Oriole",2,2010,1943,2073,1361,864.3875,1587.5,661.5,400.9125,1171.025
"Velvet-fronted Nuthatch",2,633.5,615.35,666,602,602,602,31.5,13.35,64
"Black-faced Warbler",0,2049,2049,2111.5,2145.5,2067,2173,-96,-124,0
"Red-whiskered Bulbul",0,409,409,409,409,404,409,0,0,5
"Greater Yellownape",0,1383,1365,1469,1383,1365,1425,0,-45,88.05
"Ashy Bulbul",0,1332,968.925,1332,1332,1231.975,1332,0,-363.075,100.025
"Blue-winged Minla",0,1346,1332,1365,1365,1365,1383,-22.5,-51,0
"Mountain Bulbul",0,1383,1365,1542,1498,1365,1618.9,-93.5,-225.95,105
"Bronzed Drongo",2,1380,1365,1469,1332,1251,1365,48,16.5,146.0375
"Streak-breasted Scimitar-Babbler",0,2417,2417,2417,2178,2173,2417,239,0,244
